time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
88.68667,0,9.01863,0,0,270,90.00001
88.70335,0,9.045135,0,0,270,90.00001
88.72002,0,9.07163,0,0,270,90.00001
88.73666,0,9.098088,0,0,270,90.00001
88.75334,0,9.12459,0,0,270,90.00001
88.77001,0,9.151077,0,0,270,90.00001
88.78668,0,9.177571,0,0,270,90.00001
88.80334,0,9.20403,0,0,270,90.00001
88.81998,0,9.230489,0,0,270,90.00001
88.83669,0,9.257027,0,0,270,90.00001
88.85333,0,9.283485,0,0,270,90.00001
88.87001,0,9.309993,0,0,270,90.00001
88.88667,0,9.336452,0,0,270,90.00001
88.90334,0,9.362953,0,0,270,90.00001
88.92001,0,9.389446,0,0,270,90.00001
88.93666,0,9.415905,0,0,270,90.00001
88.95335,0,9.442412,0,0,270,90.00001
88.96999,0,9.468871,0,0,270,90.00001
88.98669,0,9.495407,0,0,270,90.00001
89.00334,0,9.521866,0,0,270,90.00001
89.02001,0,9.548353,0,0,270,90.00001
89.03667,0,9.574841,0,0,270,90.00001
89.05334,0,9.601333,0,0,270,90.00001
89.07,0,9.627791,0,0,270,90.00001
89.08668,0,9.654305,0,0,270,90.00001
89.10333,0,9.680763,0,0,270,90.00001
89.12001,0,9.707263,0,0,270,90.00001
89.13668,0,9.733758,0,0,270,90.00001
89.15333,0,9.760217,0,0,270,90.00001
89.17001,0,9.786718,0,0,270,90.00001
89.18668,0,9.813217,0,0,270,90.00001
89.20333,0,9.839676,0,0,270,90.00001
89.22001,0,9.866182,0,0,270,90.00001
89.23668,0,9.892668,0,0,270,90.00001
89.25333,0,9.919127,0,0,270,90.00001
